Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
P30403	VM2RH_CALRH	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase rhodostoxin (SVMP) (EC 3.4.24.-) (Hemorrhagic protein); Disintegrin rhodostomin (RHO) (RHOD) (Disintegrin kistrin) (Platelet aggregation activation inhibitor)]		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	478	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P0C6R7	VM2PA_ECHPL	reviewed	Disintegrin pyramidin-A		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	50	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P20164	VM3HB_PROFL	reviewed	Zinc metalloproteinase-disintegrin-like HR1b (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Trimerelysin I) (Trimerelysin-1) [Cleaved into: Disintegrin-like 1b]		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	614	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIb sub-subfamily
J3S832	VSPB_CROAD	reviewed	Snake venom serine proteinase 11 (SVSP) (EC 3.4.21.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	257	Peptidase S1 family, Snake venom subfamily
P0DJG5	VSPKA_GLOHA	reviewed	Snake venom serine protease AHP-Ka (SVSP) (EC 3.4.21.-) (Fragment)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	15	Peptidase S1 family, Snake venom subfamily
P86092	VM3LB_BOTLC	reviewed	Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Bothrops leucurus (Whitetail lancehead)	324	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
C0LZJ5	VM3LC_MACLN	reviewed	Disintegrin-like leberagin-C		Macrovipera lebetina transmediterranea (Blunt-nosed viper) (Vipera lebetina transmediterranea)	205	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIb sub-subfamily
A8Y7N6	VKTC3_DABSI	reviewed	Kunitz-type serine protease inhibitor C3 (BPTI-3) (Trypsin inhibitor 3) (Trypsin inhibitor C3)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	84	Venom Kunitz-type family
A2CJE3	VM3V_CROVV	reviewed	Zinc metalloproteinase-disintegrin-like viristiarin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Crotalus viridis viridis (Prairie rattlesnake)	177	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
Q6T6T5	VKT1_BITGA	reviewed	Kunitz-type serine protease inhibitor bitisilin-1 (BG-11) (Kunitz protease inhibitor 1)		Bitis gabonica (Gaboon adder) (Gaboon viper)	90	Venom Kunitz-type family
P34179	VM12_CROAD	reviewed	Snake venom metalloproteinase adamalysin-2 (SVMP) (EC 3.4.24.46) (Adamalysin II) (Proteinase II)		Crotalus adamanteus (Eastern diamondback rattlesnake)	203	Venom metalloproteinase (M12B) family, P-I subfamily
C0HLL1	VM2CD_CRODU	reviewed	Zinc metalloproteinase/disintegrin-like CdtV1 (SVMP) [Cleaved into: Zinc metalloproteinase/disintegrin-like CdtV2; Zinc metalloproteinase/disintegrin-like CdtV3] (Fragment)		Crotalus durissus terrificus (South American rattlesnake)	32	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
A2CJE6	VM2IV_CROVV	reviewed	Disintegrin viridistatin (Fragment)		Crotalus viridis viridis (Prairie rattlesnake)	61	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P20897	VM1H2_CRORU	reviewed	Snake venom metalloproteinase HT-2 (SVMP) (EC 3.4.24.48) (Hemorrhagic metalloproteinase HT-2) (Hemorrhagic toxin II) (Ruberlysin)		Crotalus ruber ruber (Red diamond rattlesnake)	202	Venom metalloproteinase (M12B) family, P-I subfamily
P31986	VM2I_CROOL	reviewed	Disintegrin lutosin (Platelet aggregation activation inhibitor)		Crotalus oreganus lutosus (Great basin rattlesnake) (Crotalus viridis lutosus)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P0C7X6	VM212_CROHD	reviewed	Disintegrin horrdistatin-2 [Cleaved into: Disintegrin horrdistatin-1]		Crotalus horridus (Timber rattlesnake)	71	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P17349	VM2E1_PROEL	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin elegantin-1a; Disintegrin elegantin-1b; Disintegrin elegantin-1c]		Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans)	481	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q90X23	TXVE_BOTJA	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	146	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
Q71QH6	VSP13_TRIST	reviewed	Snake venom serine protease KN13 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258	Peptidase S1 family, Snake venom subfamily
Q2LD49	VM3TM_TRIST	reviewed	Zinc metalloproteinase-disintegrin-like TSV-DM (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	621	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
Q9I8X2	VSP1_DEIAC	reviewed	Thrombin-like enzyme acutobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	260	Peptidase S1 family, Snake venom subfamily
P0DL27	VSP41_BOTPI	reviewed	Thrombin-like enzyme BpirSP41 (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Bothrops pirajai (Piraja's lancehead)	50	Peptidase S1 family, Snake venom subfamily
C0HK50	VM2_CROTA	reviewed	Disintegrin tzabcanin		Crotalus tzabcan (Yucatan neotropical rattlesnake) (Crotalus simus tzabcan)	71	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
F8S108	VM34_CROAD	reviewed	Zinc metalloproteinase-disintegrin-like 4a (EC 3.4.24.-) (Snake venom metalloproteinase 7) (SVMP)		Crotalus adamanteus (Eastern diamondback rattlesnake)	610	Venom metalloproteinase (M12B) family, P-III subfamily
P0DJE2	VM3A_VIPAA	reviewed	Zinc metalloproteinase-disintegrin-like ammodytagin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragments)		Vipera ammodytes ammodytes (Western sand viper)	184	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
E9NW27	VM2P2_PROMU	reviewed	Zinc metalloproteinase/disintegrin PMMP-2 [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin trimucrin]		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	484	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
A8Y7N9	VKTC6_DABSI	reviewed	Kunitz-type serine protease inhibitor C6 (BPTI-6) (Trypsin inhibitor 6) (Trypsin inhibitor C6)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	96	Venom Kunitz-type family
P60244	VM1A3_DEIAC	reviewed	Snake venom metalloproteinase acutolysin-C (SVMP) (EC 3.4.24.-) (Hemorrhagin III)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	197	Venom metalloproteinase (M12B) family, P-I subfamily
Q9IAY4	VM1H4_DEIAC	reviewed	Snake venom metalloproteinase H4 (SVMP) (EC 3.4.24.-) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	357	Venom metalloproteinase (M12B) family, P-I subfamily
Q5XUW8	VM2IA_BOTIN	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase insularinase-A (SVMP) (EC 3.4.24.-); Disintegrin insularin]		Bothrops insularis (Golden lancehead) (Lachesis insularis)	476	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P0DMH2	VM1_BOTCO	reviewed	Snake venom metalloproteinase Bco22 (SVMP) (EC 3.4.24.-) (Fragment)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	15	Venom metalloproteinase (M12B) family, P-I subfamily
P0C6A7	VM27B_VIPBB	reviewed	Disintegrin VB7B		Vipera berus berus (Common viper)	64	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
P84907	VM1LA_BOTLC	reviewed	Snake venom metalloproteinase leucurolysin-A (Leuc-A) (SVMP) (EC 3.4.24.-)		Bothrops leucurus (Whitetail lancehead)	202	Venom metalloproteinase (M12B) family, P-I subfamily
P31987	VM2I_CROVV	reviewed	Disintegrin viridin (Platelet aggregation activation inhibitor)		Crotalus viridis viridis (Prairie rattlesnake)	71	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P86534	LEC2_DABRR	reviewed	C-type lectin domain-containing protein 2 (CLP2) (Fragment)		Daboia russelii (Russel's viper) (Vipera russelii)	19	True venom lectin family
P0DM49	PA2X1_BOTPA	reviewed	Phospholipase A2 neuwieditoxin-1 (NeuTX-1) (PLA2) (EC 3.1.1.4) (Neuwieditoxin-I) (NeuTX-I) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	35	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P86976	VM1B1_BOTBA	reviewed	Zinc metalloproteinase barnettlysin-1 (EC 3.4.24.-) (Barnettlysin-I) (Snake venom metalloproteinase) (SVMP)		Bothrops barnetti (Barnett's lancehead) (Trimeresurus barnetti)	202	Venom metalloproteinase (M12B) family, P-I subfamily
A8CG86	PA2A1_DABRR	reviewed	Acidic phospholipase A2 Drk-a1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 Drk-a1') (Phospholipase A2-I)		Daboia russelii (Russel's viper) (Vipera russelii)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P59172	PA2A5_ECHPL	reviewed	Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	139	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P31100	PA2A7_DABSI	reviewed	Acidic phospholipase A2 RV-7 (svPLA2) (EC 3.1.1.4) (F7) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 inhibitor) (S4) (Viperotoxin F) (Viperotoxin non-toxic acidic component)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJM5	PA2AC_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6c (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Crotalus viridis viridis (Prairie rattlesnake)	23	Phospholipase A2 family, Group II subfamily
P45881	PA2B2_BOTJR	reviewed	Basic phospholipase A2 homolog bothropstoxin-II (Bothropstoxin II) (BthTX-II) (BtxtxII) (svPLA2 homolog) (BJU-PLA2) (BJUPLA2) (BOJU-II) (Myotoxic phospholipase A2)		Bothrops jararacussu (Jararacussu)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P20249	PA2A_GLOBL	reviewed	Acidic phospholipase A2 (PA2-II) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0C943	PA2B2_LACMU	reviewed	Basic phospholipase A2 LmTX-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Lachesis muta muta (Bushmaster)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P11407	PA2BC_VIPAA	reviewed	Basic phospholipase A2 ammodytoxin C (AtxC) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera ammodytes ammodytes (Western sand viper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0C2D2	OXLA_CRODC	reviewed	L-amino-acid oxidase (Casca LAO) (LAAO) (EC 1.4.3.2) (Fragment)		Crotalus durissus cascavella (Northeastern Brazilian rattlesnake)	61	Flavin monoamine oxidase family, FIG1 subfamily
F8QN54	PA2B_VIPRE	reviewed	Basic phospholipase A2 vurtoxin (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera renardi (Steppe viper) (Vipera ursinii renardi)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q90W54	OXLA_GLOBL	reviewed	L-amino-acid oxidase (LAAO) (M-LAO) (EC 1.4.3.2)		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	504	Flavin monoamine oxidase family, FIG1 subfamily
Q6STF1	OXLA_GLOHA	reviewed	L-amino-acid oxidase (AHP-LAAO) (LAO) (EC 1.4.3.2)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	504	Flavin monoamine oxidase family, FIG1 subfamily
P0DKX1	PA2N_DABRR	reviewed	Neutral phospholipase A2 RVV-PFIIc' (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Daboia russelii (Russel's viper) (Vipera russelii)	19	Phospholipase A2 family, Group II subfamily
F8QN50	PA2HS_VIPRE	reviewed	Basic phospholipase A2 homolog Vur-S49 (svPLA2 homolog)		Vipera renardi (Steppe viper) (Vipera ursinii renardi)	138	Phospholipase A2 family, Group II subfamily, S49 sub-subfamily
P0DJQ1	PA2HC_TRIST	reviewed	Basic phospholipase A2 homolog (svPLA2 homolog) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
P0DUP0	PA2H1_BOTDP	reviewed	Basic phospholipase A2 homolog BdipTx-I (svPLA2 homolog) (Fragment)		Bothrops diporus (Chaco lancehead) (Bothrops neuwiedi diporus)	68	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
E0Y419	VSPBF_MACLB	reviewed	Beta-fibrinogenase (VLBF) (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	257	Peptidase S1 family, Snake venom subfamily
Q71QJ3	VSP01_TRIST	reviewed	Snake venom serine protease KN1 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
Q5W960	VSP12_BOTJA	reviewed	Snake venom serine protease HS112 (SVSP) (EC 3.4.21.-)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	255	Peptidase S1 family, Snake venom subfamily
P84787	VSP2_PROEL	reviewed	Thrombin-like enzyme elegaxobin-2 (SVTLE) (EC 3.4.21.-) (Elegaxobin II) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans)	233	Peptidase S1 family, Snake venom subfamily
P0DJF0	VSP48_BOTJR	reviewed	Thrombin-like enzyme BJ-48 (SVTLE BJ-48) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Bothrops jararacussu (Jararacussu)	22	Peptidase S1 family, Snake venom subfamily
Q3HTN1	VM3SA_TRIST	reviewed	Zinc metalloproteinase-disintegrin-like stejnihagin-A (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	600	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
B0VXV3	TXVE1_SISCA	reviewed	Snake venom vascular endothelial growth factor toxin 1 (svVEGF) (VEGF-F)		Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii)	149	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
P00625	PA2A1_OVOOK	reviewed	Acidic phospholipase A2 DE-I (svPA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 Ook-E6) (Phospholipase A2 PLA2-01)		Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis)	139	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P06859	PA2A1_PROFL	reviewed	Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme I) (pgPLA 1a/pgPLA 2a)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q800C4	PA2AA_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6a (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
D6MKR0	PA2A6_CROHD	reviewed	Acidic phospholipase A2 CH-E6' (svPLA2) (EC 3.1.1.4) (CH-E6) (Phosphatidylcholine 2-acylhydrolase)		Crotalus horridus (Timber rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
O42189	PA2A5_GLOHA	reviewed	Acidic phospholipase A2 BA1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	124	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q7T2R1	PA2AA_DABSI	reviewed	Acidic phospholipase A2 daboiatoxin A chain (DbTx-A) (svPLA2) (EC 3.1.1.4) (Phospholipase A2 Dsm-a1) (Phospholipase A2 inhibitor) (Phospholipase A2-III)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
F8QN51	PA2A3_VIPRE	reviewed	Acidic phospholipase A2 Vur-PL3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera renardi (Steppe viper) (Vipera ursinii renardi)	137	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJP6	PA2AB_TRIST	reviewed	Acidic phospholipase A2 Ts-A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	23	Phospholipase A2 family, Group II subfamily
P00624	PA2A_CROAT	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus atrox (Western diamondback rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DKR5	PA2B2_PSEFE	reviewed	Basic phospholipase A2 CbII (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Pseudocerastes fieldi (Field's horned viper) (Pseudocerastes persicus fieldi)	122	Phospholipase A2 family, Group I subfamily, D49 sub-subfamily
P86804	PA2B2_BOTMA	reviewed	Basic phospholipase A2 BmjeTX-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops marajoensis (Marajo lancehead)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P86975	PA2HB_BOTLC	reviewed	Basic phospholipase A2 homolog blK-PLA2 (svPLA2 homolog)		Bothrops leucurus (Whitetail lancehead)	121	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
P0CAR8	PA2B_BOTJR	reviewed	Basic phospholipase A2 BjIV (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Bothrops jararacussu (Jararacussu)	21	Phospholipase A2 family, Group II subfamily
P0DUP9	PA2H2_BOTMA	reviewed	Basic phospholipase A2 homolog BmajPLA2-II (svPLA2 homolog) (Fragments)		Bothrops marajoensis (Marajo lancehead)	106	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
P0C2D7	OXLA_VIPBB	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (Fragments)		Vipera berus berus (Common viper)	88	Flavin monoamine oxidase family, FIG1 subfamily
Q9PRW4	VSPA1_CROAT	reviewed	Alpha-fibrinogenase A1 (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	21	Peptidase S1 family, Snake venom subfamily
P0DJF5	VSPPA_TRIAB	reviewed	Venom plasminogen activator GPV-PA (EC 3.4.21.-) (Green pit viper plasminogen activator) (GPV-PA) (Snake venom serine protease) (SVSP)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	258	Peptidase S1 family, Snake venom subfamily
P80899	VSPCA_GLOHA	reviewed	Protein C activator (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	15	Peptidase S1 family, Snake venom subfamily
P0DMH5	VSP_BOTCO	reviewed	Snake venom serine protease (SVSP) (EC 3.4.21.-) (Fragment)		Bothrops cotiara (Cotiara) (Rhinocerophis cotiara)	15	Peptidase S1 family, Snake venom subfamily
P81884	VSPT3_BOTJA	reviewed	Thrombin-like enzyme TL-BJ 3 (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme TL-BJ isoform 3) (Snake venom serine protease) (SVSP) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	19	Peptidase S1 family, Snake venom subfamily
O93523	VM3BP_BOTJA	reviewed	Zinc metalloproteinase-disintegrin-like bothropasin (EC 3.4.24.49) (Snake venom metalloproteinase) (SVMP) [Cleaved into: Disintegrin-like bothropasin]		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	610	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIb sub-subfamily
J3SDW8	VM38_CROAD	reviewed	Zinc metalloproteinase-disintegrin-like 8 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Crotalus adamanteus (Eastern diamondback rattlesnake)	612	Venom metalloproteinase (M12B) family, P-III subfamily
O57413	VM2T3_PROMU	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase TM-3 (SVMP) (EC 3.4.24.-) (Atrolysin e) (Fibrinlysin) (Trimutase); Disintegrin trimucrin]		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	481	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
A4PBQ9	VM3VA_CROAT	reviewed	Zinc metalloproteinase-disintegrin-like VAP2A (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Vascular apoptosis-inducing protein 2A) (VAP2A)		Crotalus atrox (Western diamondback rattlesnake)	607	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
Q7T1T4	VM1B2_BOTJR	reviewed	Snake venom metalloproteinase BjussuMP-2 (SVMP) (EC 3.4.24.-) (BOJUMET I) (BjussuMP-II) (Nonhemorrhagic metalloprotease MP-II) (Fragment)		Bothrops jararacussu (Jararacussu)	369	Venom metalloproteinase (M12B) family, P-I subfamily
U5YCR8	VSP_BOTPC	reviewed	Snake venom serine protease pictobin (SVSP) (EC 3.4.21.-) (Fragment)		Bothrops pictus (Desert lancehead)	250	Peptidase S1 family, Snake venom subfamily
P86530	VSP1_DABRR	reviewed	Vipera russelli proteinase RVV-V homolog 1 (RVV-V 1) (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Daboia russelii (Russel's viper) (Vipera russelii)	16	Peptidase S1 family, Snake venom subfamily
Q9I8W9	VSP4_DEIAC	reviewed	Snake venom serine protease Dav-X (SVSP) (EC 3.4.21.-)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	260	Peptidase S1 family, Snake venom subfamily
P0C6R6	VM2OI_ECHOC	reviewed	Disintegrin ocellatin		Echis ocellatus (Ocellated saw-scaled viper)	49	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P83912	VM2JT_PROJR	reviewed	Zinc metalloproteinase-disintegrin jerdonitin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	484	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIb sub-subfamily
P81797	VM3M_ECHML	reviewed	Zinc metalloproteinase multactivase catalytic subunit (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Echis multisquamatus (Central Asian sand viper)	27	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIId sub-subfamily
P85005	VM3PN_PROSR	reviewed	Zinc metalloproteinase-disintegrin-like proatherocytin (SVMP) (EC 3.4.24.-) (Fragments)		Proatheris superciliaris (Lowland swamp viper)	15	Venom metalloproteinase (M12B) family
A8Y7N7	VKTC4_DABSI	reviewed	Kunitz-type serine protease inhibitor C4 (BPTI-4) (Trypsin inhibitor 4) (Trypsin inhibitor C4)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	90	Venom Kunitz-type family
P33589	VSPF_LACMU	reviewed	Thrombin-like enzyme gyroxin analog (LM-TL) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin A)		Lachesis muta muta (Bushmaster)	228	Peptidase S1 family, Snake venom subfamily
P20005	VSP1_OVOOK	reviewed	Thrombin-like enzyme okinaxobin-1 (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Okinaxobin I) (Snake venom serine protease) (SVSP) (Fragment)		Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis)	20	Peptidase S1 family, Snake venom subfamily
P85006	VMXP_PROSR	reviewed	50 kDa venom protease (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragments)		Proatheris superciliaris (Lowland swamp viper)	28	Venom metalloproteinase (M12B) family
Q9PT41	VSPF5_MACLB	reviewed	Factor V activator (FVA) (VLFVA) (EC 3.4.21.95) (Lebetina viper venom FV activator) (LVV-V) (Snake venom serine protease) (SVSP)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	259	Peptidase S1 family, Snake venom subfamily
P0DMU0	VSPJN_PROJR	reviewed	Snake venom serine protease jerdonase (SVSP) (EC 3.4.21.-) (Fragment)		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	21	Peptidase S1 family, Snake venom subfamily
